cons_12m,cons_gas_12m,off_peak_forecast_energy,off_peak_forecast_power,imp_cons,margin_net_pow_ele,net_margin,pow_max,churn,off_peak_mean_energy,off_peak_mean_power,off_peak_diff_energy,off_peak_diff_power,origin,channel,discount_energy,active_products,antiquity
18239,0,0.142065,44.31137796,553.75,25.7,221.81,13.856,0,0.14555233333333334,44.40026526,-0.0004880000000000162,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
79976,0,0.142174,44.44470996,185.13,0.12,148.38,13.943,0,0.14622283333333333,44.44470995999999,-0.004461999999999994,0.0,lxidpiddsbxsbosboudacockeimpuepw,ewpakwlliwisiwduibdlfmalxowmwpci,NO_DISCOUNT,ONE,RECENT
153842,0,0.111125,40.606701,423.69,5.8,449.13,34.5,0,0.11904908333333326,40.6066995,-0.008394999999999889,0.16291560000000516,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,RECENT
5392,0,0.141434,44.31137796,0.0,12.36,63.98,10.392,0,0.14666974999999996,44.32619046,-0.006904999999999911,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
12595,0,0.146694,44.31137796,0.0,31.64,123.34,13.856,0,0.15121008333333333,44.40026526,-0.0045469999999999955,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,RECENT
41003,0,0.115174,40.606701,570.72,17.95,464.11,20.0,0,0.12275558333333335,40.6474275,-0.007801000000000002,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
46220,0,0.147506,45.80687796,0.0,17.13,56.29,10.392,0,0.15070391666666666,44.40674526,-0.003044999999999992,1.6777787999999987,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,RECENT
6720,0,0.16695,44.31137796,76.98,19.48,90.18,13.856,0,0.17069866666666667,44.34100546,-0.0029840000000000144,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
8518,0,0.162327,44.31137796,0.0,28.8,102.66,11.5,0,0.16901308333333334,44.26693026,-0.008809000000000011,-1.1999999998124622e-06,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
2954,0,0.14317,44.31137796,0.0,14.64,39.61,10.392,0,0.14649541666666663,44.35582046,-0.0030829999999998914,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
16851,0,0.1634789999999999,44.31137796,403.78,22.95,144.01,13.856,0,0.16797775,44.370635459999995,-0.00415299999999999,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,ewpakwlliwisiwduibdlfmalxowmwpci,NO_DISCOUNT,ONE,RECENT
12666,0,0.143801,44.31137796,381.11,27.88,127.87,15.0,0,0.14843516666666662,44.38545035999999,-0.004907000000000106,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
5745,0,0.186188,45.80687796,0.0,52.56,38.55,15.0,0,0.18941816666666667,45.760930359999996,-0.0007260000000000044,-1.1999999998124622e-06,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,DISCOUNT,ONE,RECENT
34252,0,0.115174,40.606701,100.25,35.64,221.77,57.0,0,0.12273691666666665,40.728885,-0.007718000000000003,0.0,ldkssxwpmemidmecebumciepifcamkci,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
37221,675,0.198096,46.30537836,180.33,28.23,115.57,13.15,0,0.15454508333333333,44.64470886,0.053398999999999974,2.1777792000000034,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,DISCOUNT,MULTIPLE,RECENT
19214,0,0.146694,44.31137796,331.74,25.7,210.29,13.856,0,0.1499841666666666,44.38545035999999,-0.0008479999999999044,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
480,7159,0.146694,44.31137796,3.86,30.98,8.44,15.0,0,0.15121716666666665,44.38545035999999,-0.0045469999999999955,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,ewpakwlliwisiwduibdlfmalxowmwpci,NO_DISCOUNT,MULTIPLE,RECENT
13785,0,0.1646369999999999,44.31137796,441.5,31.2,119.68,13.856,0,0.16708558333333334,44.31137546,-0.002939999999999998,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,OLD
77252,0,0.114481,40.606701,50.13,25.26,796.1,67.4,0,0.12246358333333333,40.6202755,-0.008497000000000005,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
57182,0,0.1457109999999999,44.31137796,0.0,24.4,74.57,15.0,0,0.14985533333333334,44.35582046,-0.0037669999999999926,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,MISSING,NO_DISCOUNT,ONE,OLD
1417,0,0.1640569999999999,44.31137796,31.87,16.92,15.51,10.392,0,0.1675935833333333,44.370635459999995,-0.0018390000000000906,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
3078,0,0.111125,40.606701,11.16,56.49,64.27,31.2,0,0.11917233333333334,40.728885,-0.008877999999999997,0.0,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
3097,0,0.1457109999999999,44.31137796,83.17,28.6,45.88,13.856,0,0.15055983333333334,44.38545035999999,-0.005532999999999982,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
19920,0,0.115174,40.606701,143.16,9.48,220.28,19.8,1,0.12266558333333333,40.6066995,-0.007801000000000002,0.16291560000000516,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,OLD
5438,0,0.147506,45.80687796,120.37,24.2,63.82,13.856,0,0.15075416666666666,44.42156036,-0.003044999999999992,1.6777787999999987,lxidpiddsbxsbosboudacockeimpuepw,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
1886,0,0.1457109999999999,44.31137796,0.0,18.62,26.8,13.2,0,0.14917933333333333,44.44470995999999,-0.0020439999999999903,0.0,lxidpiddsbxsbosboudacockeimpuepw,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
26173,0,0.1152369999999999,40.606701,255.98,4.41,310.95,23.1,0,0.12560725,40.88796058,-0.009328000000000017,0.16291560000000516,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,OLD
19111,0,0.141666,44.31137796,0.0,11.42,198.53,13.2,0,0.14632083333333332,44.29656026,-0.004938999999999999,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,MULTIPLE,OLD
15316,0,0.143478,44.31137796,0.0,4.04,177.42,15.0,0,0.14701758333333334,44.26693026,-0.005035999999999985,-1.1999999998124622e-06,kamkkxfxxuwbdslkwifmmcsiusiuosws,ewpakwlliwisiwduibdlfmalxowmwpci,NO_DISCOUNT,ONE,RECENT
3536,0,0.114604,40.606701,28.06,17.02,40.32,19.0,0,0.12247441666666666,40.6066995,-0.008381,0.16291560000000516,kamkkxfxxuwbdslkwifmmcsiusiuosws,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
3134,0,0.1169,40.606701,33.37,57.72,34.21,23.1,0,0.1255805,40.87438458,-0.006694999999999993,3.600000006542814e-06,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
9823,0,0.092453,59.17346796,0.0,0.12,0.0,35.0,0,0.10404441666666668,59.17346796,-0.005794999999999995,0.0,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,OLD
1532234,0,0.16695,44.31137796,0.0,10.03,8.98,10.35,0,0.17042466666666667,44.31137536,-0.0029840000000000144,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,RECENT
8688,0,0.115174,40.606701,64.52,18.54,96.79,16.5,0,0.12269558333333334,40.6202755,-0.007801000000000002,0.16291560000000516,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,MULTIPLE,OLD
22239,0,0.115174,40.606701,126.93,28.86,150.45,33.0,0,0.12269558333333334,40.620275199999995,-0.007801000000000002,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
8515,0,0.142649,44.31137796,0.0,33.12,134.78,13.2,0,0.15062699999999998,44.44470995999999,-0.009214999999999973,0.0,ldkssxwpmemidmecebumciepifcamkci,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
581,0,0.140621,44.31137796,0.0,15.72,6.89,13.2,0,0.14495483333333334,44.32619036,-0.004249000000000003,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
747127,0,0.113323,40.606701,5.14,59.06,97.6,43.64,1,0.12014991666666662,40.6202755,-0.006767999999999899,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
691896,0,0.1169,40.606701,596.65,27.09,339.39,20.0,0,0.12417433333333333,40.68815609999999,-0.006191999999999989,0.16291560000000516,ldkssxwpmemidmecebumciepifcamkci,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,RECENT
11693,1771,0.142819,44.31137796,0.0,21.9,140.1,13.2,0,0.14701683333333335,44.370635359999994,-0.0037780000000000036,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,MULTIPLE,OLD
3676,0,0.1383049999999999,44.31137796,37.26,32.45,24.99,13.164,0,0.15150258333333333,44.26693036,-0.016652,-1.1999999998124622e-06,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
2831,0,0.142881,45.80687796,67.88,17.1,34.61,10.35,0,0.1484215,44.406745459999996,-0.006877999999999995,1.6777787999999987,kamkkxfxxuwbdslkwifmmcsiusiuosws,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
49757,0,0.1165089999999999,40.606701,389.73,0.88,649.53,20.78,0,0.12447458333333333,40.728885,-0.005838999999999997,0.0,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
74,2061,0.211178,45.80687796,0.32,48.6,4.63,13.856,0,0.2121685833333333,45.80489506,0.041573,1.6777787999999987,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,DISCOUNT,MULTIPLE,RECENT
3048,0,0.146348,45.80687796,0.0,26.04,44.44,10.392,1,0.1499535,44.54656026,-0.0033959999999999824,1.6777787999999987,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,OLD
2709,0,0.1165089999999999,41.27136420000001,22.68,92.43,34.53,40.0,0,0.12735183333333328,40.6351028,-0.011517999999999903,0.8295828000000043,ldkssxwpmemidmecebumciepifcamkci,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
25872,292,0.211178,45.80687796,0.0,41.64,1343.23,13.856,0,0.21087741666666662,45.89876526,0.015937000000000007,0.1837787999999989,ldkssxwpmemidmecebumciepifcamkci,ewpakwlliwisiwduibdlfmalxowmwpci,DISCOUNT,MULTIPLE,RECENT
145017,0,0.1017,58.99595196,353.95,0.0,425.91,19.0,0,0.10990608333333324,57.71429099,-0.005793999999999994,5.880000003344321e-06,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
12074,4088,0.165794,44.31137796,139.06,27.03,122.82,13.15,0,0.17050816666666668,44.40026526,-0.0046700000000000075,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,MULTIPLE,OLD
93308,0,0.113323,40.606701,686.56,15.16,800.86,26.0,0,0.12124908333333333,40.6474275,-0.008501999999999996,0.16291560000000516,ldkssxwpmemidmecebumciepifcamkci,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,MULTIPLE,RECENT
87935,0,0.1152369999999999,40.606701,122.22,5.73,177.1,30.415,0,0.12378583333333333,40.5795475,-0.009328000000000017,0.16291560000000516,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,OLD
6280,0,0.140621,44.31137796,0.0,25.56,91.62,13.86,0,0.14500808333333334,44.370635359999994,-0.004249000000000003,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
9150,0,0.144902,44.31137796,0.0,14.64,126.25,10.392,0,0.14888374999999995,44.37063526,-0.0034229999999998983,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,OLD
593702,0,0.120372,40.606701,217.94,26.76,224.29,19.8,0,0.12779733333333335,40.68815609999999,-0.006756000000000012,0.16291560000000516,kamkkxfxxuwbdslkwifmmcsiusiuosws,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,OLD
60208,0,0.1169,40.606701,194.68,27.09,222.03,20.0,0,0.12417433333333333,40.68815609999999,-0.006191999999999989,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,MISSING,NO_DISCOUNT,ONE,OLD
10151,0,0.138598,44.31137796,0.0,29.76,136.0,13.2,0,0.1442785,44.42989506,-0.009749999999999898,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
30597,11743,0.228671,46.30537836,985.56,26.96,145.03,12.0,0,0.1824565,44.811375559999995,0.06287599999999999,2.1777792000000034,lxidpiddsbxsbosboudacockeimpuepw,usilxuppasemubllopkaafesmlibmsdf,DISCOUNT,MULTIPLE,RECENT
2445,0,0.142881,46.30537836,0.0,21.09,28.43,10.39,0,0.14932208333333333,44.61137666,-0.008290999999999993,2.0000004000000047,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
11307,9868,0.115174,40.606701,82.09,26.82,128.18,16.5,1,0.12281558333333333,40.6745798,-0.007801000000000002,0.16291560000000516,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,MULTIPLE,OLD
13380,0,0.162711,44.31137796,0.0,6.45,99.41,13.856,0,0.16745083333333333,44.28174536,-0.005310000000000009,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,OLD
17636,0,0.157877,41.1052014,313.32,122.41,170.66,56.0,0,0.13543124999999998,40.7869423,0.0373419999999999,0.6629160000000098,lxidpiddsbxsbosboudacockeimpuepw,usilxuppasemubllopkaafesmlibmsdf,DISCOUNT,ONE,RECENT
816280,0,0.1152369999999999,40.9390266,38.39,21.96,83.07,16.5,0,0.12368583333333334,40.648679099999995,-0.009328000000000017,0.4962492000000083,kamkkxfxxuwbdslkwifmmcsiusiuosws,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,OLD
45415,0,0.1169099999999999,40.606701,123.52,15.84,218.27,17.320999999999998,0,0.12522109090909092,40.728885,-0.010038999999999992,0.0,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
8351,0,0.1152369999999999,40.9390266,169.68,26.4,88.61,19.8,0,0.12368583333333334,40.648679099999995,-0.009328000000000017,0.4962492000000083,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,OLD
19051,0,0.165022,44.31137796,0.0,2.8,154.25,10.392,1,0.16608541666666668,44.26693046,-0.004627999999999993,-1.1999999998124622e-06,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,OLD
1017818,0,0.1634789999999999,44.31137796,0.0,18.62,75.46,13.2,0,0.1670144166666667,44.37063516,-0.0018409999999999815,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,RECENT
73243,0,0.115744,40.606701,602.49,50.75,635.54,56.77,0,0.12301533333333332,40.68815609999999,-0.006195999999999993,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
18328,0,0.116329,40.606701,280.36,26.76,346.6,19.8,0,0.12475008333333333,40.68815609999999,-0.01081900000000001,0.16291560000000516,ldkssxwpmemidmecebumciepifcamkci,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
214631,0,0.1457109999999999,44.31137796,0.0,23.76,113.73,10.392,1,0.14991325,44.370635359999994,-0.0037669999999999926,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,OLD
17774,0,0.1402769999999999,44.31137796,509.16,17.45,207.53,13.856,0,0.14531666666666668,44.34100536,-0.006680000000000019,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
832,0,0.146688,44.31137796,15.83,25.92,13.26,10.35,0,0.1507005,44.26693026,-0.005149999999999988,-1.1999999998124622e-06,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,OLD
1216,0,0.1169099999999999,40.606701,25.75,35.76,12.68,19.745,1,0.12524616666666666,40.6610035,-0.009528000000000009,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
20554,0,0.146348,45.30837756,461.17,17.76,240.79,11.4,0,0.14370691666666663,44.45396826,0.0036330000000001084,1.177779600000001,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,MULTIPLE,OLD
203429,0,0.114015,40.606701,184.57,23.4,303.86,17.320999999999998,0,0.12199783333333332,40.68815609999999,-0.009093999999999991,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
72424,0,0.113323,40.606701,452.89,61.4,639.4,77.71,0,0.12061424999999994,40.6745798,-0.006767999999999899,0.16291560000000516,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,OLD
17131,2786,0.115174,40.606701,116.18,28.74,149.65,20.0,0,0.12278558333333334,40.6610035,-0.007801000000000002,0.16291560000000516,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,MULTIPLE,RECENT
42639,45710,0.1128599999999999,40.606701,386.24,45.8,426.02,50.0,1,0.11974583333333333,40.6610035,-0.006075999999999998,0.16291560000000516,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,MULTIPLE,OLD
857,0,0.1457109999999999,44.31137796,0.0,22.52,13.32,13.856,0,0.14985533333333334,44.355820359999996,-0.0037669999999999926,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,ewpakwlliwisiwduibdlfmalxowmwpci,NO_DISCOUNT,ONE,OLD
585608,0,0.115174,40.606701,492.92,36.09,607.91,52.5,0,0.12278558333333334,40.6610035,-0.007801000000000002,0.16291560000000516,kamkkxfxxuwbdslkwifmmcsiusiuosws,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,OLD
60246,0,0.160302,44.31137796,851.49,31.2,612.95,13.856,0,0.16589249999999997,44.26693036,-0.007068999999999992,-1.1999999998124622e-06,lxidpiddsbxsbosboudacockeimpuepw,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,OLD
15209,0,0.141666,44.31137796,373.24,8.98,164.23,10.392,0,0.145581,44.370635459999995,-0.0031960000000000044,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,RECENT
412015,0,0.120372,40.606701,15.64,89.88,40.95,36.0,0,0.12755758333333328,40.565971499999996,-0.0072730000000000156,3.600000006542814e-06,ldkssxwpmemidmecebumciepifcamkci,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,RECENT
8595,0,0.1670859999999999,45.30837756,110.03,34.68,94.69,13.856,1,0.1662725833333333,44.365078659999995,0.0013950000000000073,1.1777784000000011,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
15433,0,0.143166,44.31137796,0.0,19.28,218.67,13.2,0,0.14730783333333333,44.35582026,-0.0037780000000000036,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
24708,0,0.1186359999999999,40.606701,148.03,42.58,310.54,31.5,0,0.1264915833333333,40.68815609999999,-0.008497000000000005,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
131647,0,0.1152369999999999,40.606701,230.82,2.91,282.49,15.2,0,0.10853066666666666,40.5795472,-0.007016000000000008,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
3136,0,0.1457109999999999,44.31137796,0.0,12.82,44.08,13.2,0,0.14962366666666668,44.29656026,-0.0037669999999999926,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
4891,10114,0.1458839999999999,44.31137796,0.0,21.48,70.65,10.392,0,0.1498278333333333,44.38545035999999,-0.002818000000000015,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,MULTIPLE,RECENT
1893,0,0.114604,40.606701,28.71,27.32,20.74,17.25,0,0.12236775,40.6474275,-0.008381,0.16291560000000516,kamkkxfxxuwbdslkwifmmcsiusiuosws,ewpakwlliwisiwduibdlfmalxowmwpci,NO_DISCOUNT,ONE,RECENT
34254,0,0.1152369999999999,40.606701,0.0,0.84,441.65,19.8,0,0.12011758333333329,40.565971499999996,-0.008161000000000099,3.600000006542814e-06,ldkssxwpmemidmecebumciepifcamkci,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
205258,18055,0.1458839999999999,44.31137796,7.79,26.04,19.56,10.392,0,0.14970183333333334,44.29656036,-0.002818000000000015,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,MULTIPLE,OLD
13802,78720,0.143166,44.31137796,0.0,20.2,218.11,13.856,0,0.14730783333333333,44.35582046,-0.0037780000000000036,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,MULTIPLE,RECENT
1845,0,0.144906,44.31137796,0.0,18.62,25.99,13.2,0,0.14783083333333327,44.355820359999996,-0.0013419999999998988,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
8050,0,0.13538,44.31137796,0.0,3.6,46.09,11.5,0,0.14929666666666666,44.44470995999999,-0.015814999999999996,0.0,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
9898,0,0.147506,45.30837756,129.97,18.05,149.65,12.5,0,0.15082199999999998,44.46322706,-0.003044999999999992,1.1777784000000011,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
34378,0,0.11634,40.606701,299.97,35.68,444.9,29.58,0,0.12409374999999996,40.728885,-0.007717000000000099,0.0,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
4152,0,0.144902,44.31137796,0.0,14.88,65.81,12.5,0,0.1486981666666666,44.32619036,-0.0034229999999998983,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,MISSING,NO_DISCOUNT,ONE,OLD
2175,0,0.186188,45.80687796,67.63,48.6,37.27,13.856,0,0.1897295,45.76093046,-0.0007260000000000044,-1.1999999998124622e-06,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,DISCOUNT,ONE,RECENT
5592,0,0.146694,44.31137796,0.0,28.6,77.9,13.856,0,0.15038166666666666,44.40026526,-0.0004639999999999922,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,OLD
4129,0,0.146694,44.31137796,0.0,25.18,78.01,11.0,0,0.15121008333333333,44.40026526,-0.0045469999999999955,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
6192,2272,0.1457109999999999,44.31137796,110.85,23.56,96.0,11.4,1,0.15055983333333334,44.38545035999999,-0.005532999999999982,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,MULTIPLE,OLD
6935,0,0.1457109999999999,44.31137796,0.0,21.52,102.6,13.2,0,0.14985533333333334,44.355820359999996,-0.0037669999999999926,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
82396,0,0.114481,40.606701,989.11,22.37,796.83,25.0,0,0.12246358333333333,40.620275199999995,-0.008497000000000005,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
25644,0,0.1165089999999999,40.606701,0.0,7.92,412.9,16.5,1,0.12510633333333335,40.6066995,-0.009786000000000003,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
3877,0,0.141666,44.31137796,0.0,10.08,45.47,10.39,0,0.14687291666666666,44.31137526,-0.007829000000000003,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
